sessID	MsgID	Text	DialogAct
MUL1121	9	Ok, I can book you a room at the Arbury Lodge Guesthouse.  Is that good?	Hotel-Inform(Name=Arbury Lodge Guesthouse)
MUL1121	11	I have confirmed your booking at arbury lodge guesthouse for 3 nights starting Monday. Your reference number is WAI4ET4D. Would you like help with anything else?	Booking-Book(Day=Monday;Ref=WAI4ET4D;Stay=3;Name=arbury lodge guesthouse)
MUL1121	12	No thank you, you been so helpful, have a wonderful day!	general-thank()
MUL1121	13	Thank you for using our system!	general-bye()
WOZ20521	0	Can you find me a cheap Spanish restaurant? 	Restaurant-Inform(Food=spanish;Price=cheap)
WOZ20521	2	I am looking for a cheap restaurant. 	Restaurant-Inform(Price=cheap)
WOZ20521	3	la raza is a spanish restaurant, in the cheap price range and in the centre part of town. 	Restaurant-Inform(Price=cheap;Name=la raza;Food=spanish;Area=centre part of town)
WOZ20521	4	can you please give me the address? 	Restaurant-Request(Addr)
WOZ20521	6	What is the area?	Restaurant-Request(Area)
WOZ20521	7	la raza's area is in the centre part of town	Restaurant-Inform(Name=la raza's;Area=centre part of town)
WOZ20521	8	Thank you. Good bye 	general-bye()
WOZ20521	9	Thanks for using this system and enjoy your meal! Goodbye!	general-bye()
WOZ20520	0	I need a cheap restuarant. Probably in the west part of town	Restaurant-Inform(Area=west;Price=cheap)
WOZ20520	1	How about La Margherita?	Restaurant-Recommend(Name=La Margherita)
WOZ20520	2	What kind of food do they serve?	Restaurant-Request(Food)
WOZ20520	3	la margherita is an italian restaurant in the area of west in the cheap price range. 	Restaurant-Inform(Price=cheap;Name=la margherita;Food=italian;Area=the area of west)
WOZ20520	4	That sounds good. What is their phone number?	Restaurant-Request(Phone)
WOZ20520	5	Their phone number is 01223 315232.	Restaurant-Inform(Phone=01223 315232)
WOZ20520	6	that was all I needed.  Bye now.	general-bye()
WOZ20520	7	Goodbye	general-bye()
WOZ20523	0	I am looking for an expensive restaurant in the south part of town.	Restaurant-Inform(Area=south;Price=expensive)
WOZ20523	1	There is five restaurants to your request.	Restaurant-Inform(Choice=five)
WOZ20523	2	I would like Italian food.	Restaurant-Inform(Food=italian)
WOZ20523	4	Yes, what is their phone number and where are they located at?	Restaurant-Request(Phone)
WOZ20523	5	Their address is Cambridge Leisure Park Clifton Way Cherry Hinton and phone number is 01223 412430	Restaurant-Inform(Phone=01223 412430;Addr=Cambridge Leisure Park Clifton Way Cherry Hinton)
WOZ20523	6	Thank you goodbye.	general-bye()
WOZ20523	7	Thank you for using our system. Good bye 	general-bye()
WOZ20522	2	How about Vietnamese food?	Restaurant-Inform(Food=vietnamese)
WOZ20522	3	The only restaurant meeting your criteria is Thanh Binh in the west. Their phone number is 01223 362456.	Restaurant-Inform(Name=Thanh Binh;Phone=01223 362456;Area=west)
WOZ20525	0	I would like a restaurant in the west part of town.	Restaurant-Inform(Area=west)
WOZ20525	2	English food, please.	Restaurant-Inform(Food=english)
WOZ20525	4	How about british food?	Restaurant-Inform(Food=british)
WOZ20525	6	Yes, please. And can you also give me their phone number?	Restaurant-Request(Phone)
WOZ20525	7	Certainly. The phone number for Graffiti is 01223 277977 and address is hotel felix whitehouse lane huntingdon road .	Restaurant-Inform(Phone=01223 277977;Name=Graffiti;Addr=hotel felix whitehouse lane huntingdon road)
WOZ20525	8	I need the address, too. 	Restaurant-Request(Addr)
WOZ20525	9	The address is Hotel Felix Whitehouse Lane Huntingdon Road	Restaurant-Inform(Addr=Hotel Felix Whitehouse Lane Huntingdon Road)
WOZ20525	10	Thank you goodbye. 	general-bye()
WOZ20525	11	thank you good bye	general-bye()
WOZ20524	0	Could you recommend an expensive restaurant that serves Mediterranean food?	Restaurant-Inform(Food=mediterranean;Price=expensive)
WOZ20524	2	I don't care what part of town the restaurant is in.	Restaurant-Inform(Area=don't care)
WOZ20524	3	How about shiraz restaurant?	Restaurant-Recommend(Name=shiraz restaurant)
WOZ20524	4	What is their phone number and post code?	Restaurant-Request(Post;Phone)
WOZ20524	5	Their postcode is C.B 2, 1 D.P and their phone number is 01223307581.	Restaurant-Inform(Phone=01223307581;Post=C.B 2;Post=1 D.P)
WOZ20524	6	Thank you, goodbye. 	general-bye()
WOZ20524	7	enjoy your meal .	general-bye()
WOZ20527	0	Hello, I am looking for a moderately priced restaurant on the north side of town. 	Restaurant-Inform(Area=north;Price=moderate)
WOZ20527	1	Golden Wok is a moderately priced restaurant in the north part of town, that serves Chinese food.	Restaurant-Inform(Food=Chinese;Price=moderately priced;Area=north part of town;Name=Golden Wok)
WOZ20527	2	What is their address?	Restaurant-Request(Addr)
WOZ20527	4	Thank you good  bye 	general-bye()
WOZ20526	2	Thank You.	general-thank()
WOZ20526	3	thank you good bye 	general-bye()
WOZ20526	4	Thank you, goodbye.	general-bye()
WOZ20526	5	Thank you, goodbye.	general-bye()
WOZ20529	0	I want to find a restaurant in any part of town and serves malaysian food.	Restaurant-Inform(Food=malaysian)
WOZ20529	3	gourmet burger kitchen is in the expensive price range their phone number is 01223 312598 and their address is Regent Street City Centre	Restaurant-Inform(Price=expensive;Addr=Regent Street City Centre;Name=gourmet burger kitchen;Phone=01223 312598)
WOZ20529	4	Thank you, goodbye	general-bye()
WOZ20529	5	Thank you for using Cambridge restaurant system. Enjoy your meal!	general-bye()
WOZ20528	0	Hello, I am looking for a restaurant on the south side of town that serves unusual food. 	Restaurant-Inform(Area=south;Food=unusual)
WOZ20528	2	Yes, how about indian food	Restaurant-Inform(Food=indian)
WOZ20528	4	What is the phone number?	Restaurant-Request(Phone)
WOZ20528	6	No that is all. Thank you, goodbye.	general-bye()
WOZ20528	7	Thank for calling Cambridge restaurant system, goodbye.	general-bye()
PMUL1342	0	I need a train that is leaving on Friday. 	Train-Inform(Day=friday)
PMUL1342	1	I can help you with that.  Can you give me the departure/destination locations and a preferred timeframe?	Train-Request(Depart;Leave;Dest)
PMUL1342	2	I am traveling from Cambridge to Stansted Airport on Friday. I need to arrive by 9:15.	Train-Inform(Depart=cambridge;Dest=stansted airport;Arrive=09:15)
PMUL1342	4	No, I don't. Can you give me the earliest departure out of the 4 trains? 	Train-Inform()
PMUL1342	7	Definitely! How many tickets do you need?	Train-Request(People)
PMUL1342	8	Actually I have all the information I need but I would like to find a type of multiple sports attraction on the east side.	Attraction-Inform(Area=east;Type=multiple sports)
PMUL1342	10	Are there any theatres?	Attraction-Inform(Type=theatre)
PMUL1342	12	Are there any churches or museums on the east side?	Attraction-Inform(Area=east;Type=museum)
PMUL1342	17	I don't have any information about their entrance fees, but you can call them at 01223576412 for more information.	Attraction-Inform(Fee=don't have any information;Phone=01223576412)
PMUL1342	18	That will be all for today. Thanks. Goodbye	general-bye()
PMUL1343	0	Any suggestions for entertainment?	Attraction-Inform(Type=entertainment)
PMUL1343	1	Is there a certain area you're looking at? 	Attraction-Request(Area)
PMUL1343	2	Yes, I'm looking for something close to the center of town.	Attraction-Inform(Area=centre)
PMUL1343	4	Is there a college in the centre area that you could give me more information on?	Attraction-Inform(Type=college)
PMUL1343	6	Which one would you recommend for me to visit as a tourist? I need the postcode, entrance fee and phone number for it.	Attraction-Request(Post;Phone;Fee)
PMUL1343	7	I highly recommend downing college. It's free! The postcode is cb21dq and the phone number is 01223334860.	Attraction-Recommend(Name=downing college;Fee=free;Phone=01223334860;Post=cb21dq)
PMUL1343	8	sweet, brah. i'm also looking to book a train.	Train-Inform()
PMUL1343	9	Okay brah where you leaving from?	Train-Request(Depart)
PMUL1343	10	I will be leaving after 8:15 from london kings cross.	Train-Inform(Depart=london kings cross)
PMUL1343	12	I will travel in Tuesday. Arrival is not important. 	Train-Inform(Day=tuesday)
PMUL1343	14	Thank you. Yes I would really love for you to book the train for 2 people.	Train-Inform(People=2)
PMUL1343	15	I have made that reservation and your reference number is IADFZDHY.	Train-OfferBooked(Ref=IADFZDHY)
PMUL1343	16	Great, thanks so much! That's all I'll be needing! Bye bye!	general-bye()
PMUL1343	17	Thank you for contacting us and have a nice day. 	general-bye()
PMUL1341	0	I'm looking to book a train, if you could help me.	Train-Inform()
PMUL1341	2	depart from stevenage and should arrive by 15:30.	Train-Inform(Depart=stevenage;Arrive=15:30)
PMUL1341	3	I can certainly look that up for you, what is your destination?	Train-Request(Dest)
PMUL1341	5	I was able to book on train TR9263  for Tuesday leaving at 05:54 and arriving at 06:43.  The total fee is 89.6 GBP and the reference number is 0QGD9JB5.	Train-OfferBooked(Ref=0QGD9JB5;Day=Tuesday;Ticket=89.6 GBP;Arrive=06:43;Id=TR9263;Leave=05:54)
PMUL1341	6	Thank you I also need to find a college to go to.	Attraction-Inform(Type=college)
PMUL1341	9	I recommend clare hall located at herschel road and has free entrance. 	Attraction-Recommend(Fee=free;Addr=herschel road;Name=clare hall)
PMUL1341	10	What part of town is it in?	Attraction-Inform(Name=clare hall)
PMUL1341	12	Thank you! Can you please tell me the postcode?	Attraction-Request(Post)
PMUL1341	14	That is everything thank you so much.	general-thank()
PMUL1341	16	Yes, you have. Thank you.	general-thank()
PMUL1346	0	Hello looking for a good train that leaves on saturday after 19:00.	Train-Inform(Day=saturday;Leave=19:00)
PMUL1346	1	Sure. Where will you be departing from?	Train-Request(Depart)
PMUL1346	2	I'm departing from Cambridge.	Train-Inform(Depart=cambridge)
PMUL1346	3	Thank you.  What destination are you traveling to? 	Train-Request(Dest)
PMUL1346	4	I am going to Leicester after 19:00 on saturday.	Train-Inform(Dest=leicester)
PMUL1346	5	Train 4708 leaves at 19:21 and arrives at 21:06.  Would that work for you?	Train-Inform(Id=Train 4708;Arrive=21:06;Leave=19:21)
PMUL1346	9	Its an exhibit and cb3ojg.	Attraction-Inform(Type=exhibit;Post=cb3ojg)
PMUL1346	10	Thanks, that's all I need today!	general-thank()
PMUL1346	11	Thank you for contacting us and have a nice day.	general-bye()
PMUL1347	0	I'm looking for places to go in town.  I would like a boat attraction in the centre.  Any suggestions?	Attraction-Inform(Area=centre;Type=boat)
PMUL1347	1	 I recommend scudamores punting co they are located at granta place, mill lane. The entrance fee isn't listed. 	Attraction-Recommend(Fee=isn't listed;Addr=granta place;Addr=mill lane;Name=scudamores punting co)
PMUL1347	2	What's their phone number and postcode?	Attraction-Request(Post;Phone)
PMUL1347	3	Sure their phone number is 01223359750 and their addres is 251a chesterton road.	Attraction-Inform(Phone=01223359750;Addr=251a chesterton road)
PMUL1347	4	that's the address. what's the postcode?	Attraction-Request(Post)
PMUL1347	6	I need a train ticket going to london liverpool st leaving cambridge anytime after 08:15 on sunday, can you help me with that?	Train-Inform(Depart=cambridge;People=1;Day=sunday;Leave=08:15)
PMUL1347	7	I have booked for you train TR9025 the total fee is 13.28 GBP payable at the station . Reference number is : HTSDZ9LL	Train-OfferBooked(Ref=HTSDZ9LL;Ticket=13.28 GBP;Id=TR9025)
PMUL1344	0	I'm looking to go somewhere in the centre to enjoy some entertainment. Can you help?	Attraction-Inform(Area=centre;Type=entertainment)
PMUL1344	2	No museums, what colleges are there around town?	Attraction-Inform(Type=college)
PMUL1344	3	Sure, there are 13 colleges in that area.	Attraction-Inform(Type=college;Choice=13)
PMUL1344	4	can i please get the phone number, postcode and entrance fee?	Attraction-Request(Post;Phone;Fee)
PMUL1344	6	I also need a train that leaves on Monday and arrives by 14:15. 	Train-Inform(Day=monday;Arrive=14:15)
PMUL1344	8	I am leaving Ely and going to Cambridge.	Train-Inform(Depart=ely;Dest=cambridge)
PMUL1344	9	The first train leaves at 5:35.	Train-Inform(Leave=5:35)
PMUL1344	10	Can you book 4 tickets?	Train-Inform(People=4)
PMUL1344	11	Your reservation has been made. the total fee is 17.6 GBP payable at the station. Reference number is WOG8WD79	Train-OfferBooked(Ticket=17.6 GBP;Ref=WOG8WD79)
PMUL1344	12	Ok, thank you. That' all the information I need today!	general-thank()
PMUL1344	13	I am glad I can help and enjoy.	general-welcome()
PMUL1344	14	Thank for your help. good bye.	general-bye()
PMUL1344	15	Thank you for contacting us have a nice day. 	general-bye()
PMUL1345	0	I'm looking for a place to go in centre.  Any ideas?	Attraction-Inform(Area=centre)
PMUL1345	1	There's lots of different attractions in the centre of town? Are you looking for anything specific?	Attraction-Request(Type)
PMUL1345	2	I want a museum. 	Attraction-Inform(Type=museum)
PMUL1345	6	No certain time.  I just can't leave until after 16:45 on Friday.	Train-Inform(Day=friday;Leave=16:45)
PMUL1345	7	and where is your destination?	Train-Request(Dest)
PMUL1345	8	I am traveling from Stansted Airport to Cambridge.	Train-Inform(Dest=cambridge)
PMUL1345	10	Not at this time.  Thank you for your assistance.	general-thank()
PMUL1345	12	Thanks.  Goodbye.	general-bye()
PMUL1345	13	You're very welcome. Please contact us again if you need further assistance for your visit to Cambridge.	general-welcome()
PMUL1348	0	Hello. What sort of attractions are available in the center of town?	Attraction-Inform()
PMUL1348	1	There are many! Does architecture interest you?	Attraction-Inform(Type=architecture;Choice=many)
PMUL1348	2	Yes that would be fine and I need the postcode of the one you suggest.	Attraction-Request(Post)
PMUL1348	4	That is everything I need.	Attraction-Inform(Name=old schools)
PMUL1348	5	Thank you for using our service today.	general-bye()
PMUL1349	0	I'm looking for a museum in town	Attraction-Inform(Type=museum)
PMUL1349	1	I have several museums listed, is there a specific type you are interested in?	Attraction-Request(Type)
PMUL1349	2	Nothing specific, please just send me the address, phone number and postcode of the one you would suggest.	Attraction-Request(Post;Phone;Addr)
PMUL1349	3	Ok Williams art and antiques is pretty universally enjoyed, gwydir street, no. 5 dale's brewery, postal cb12lj, phone, 01223311687, free admission, so that's good for the wallet.	Attraction-Recommend(Fee=free admission;Fee=so that's good for the wallet;Post=cb12lj;Phone=01223311687;Addr=gwydir street;Addr=no. 5 dale's brewery;Name=Williams art and antiques)
